PUBCHEM_SID,PUBCHEM_CID,SMILES_ISO,PUBCHEM_ACTIVITY_OUTCOME,Phenotype (0-10 = Low Permeability; 10-100 = Moderate Permeability; >100 = High Permeability),Permeability,Compound QC
160844060,70701366,C1=CC(=CC=C1NCC2=C(C=C(C=C2)Cl)O)S(=O)(=O)NC3=NC=CS3,Inconclusive,N/F,N/F,QC'ed NCATS
161004105,70789495,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=CC=C(C=C3)C#N,Active,Moderate,69.58,QC'ed NCATS
862844,664077,CC1=CC2=C(C=C1)C3=C(N2)C(=NC=N3)N4CCN(CC4)CC5=CC=CC=C5,Active,High,>1000,QC'ed NCATS
24409243,16030494,COC1=CC=CC=C1C(=O)NC2=NN=C(S2)SCC3=CC(=O)C4=CC=CC=C4N3,Active,High,286.58,QC'ed NCATS
375886500,134806968,C1CN(CC2=CN=C(C=C2N1)NC3=CC=CC=C3)CC4=CNC5=CC=CC=C54,Inconclusive,N/F,N/F,QC'ed NCATS
164755757,71771062,COC1=C(C=C(C=C1)NC(=O)C2=CC=CN2)[S+](=O)(NC3=CC=C(C=C3)Br)[O-],Active,High,>1000,QC'ed NCATS
99431339,46926058,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=CC=CC=C4Br)C(=O)NC5CCCCC5,Active,High,734.03,QC'ed NCATS
160844093,70701360,C1=CC=C2C(=C1)C=CC=C2NS(=O)(=O)C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Br)O,Inconclusive,N/F,N/F,QC'ed NCATS
161004146,70789536,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=CC5=C4N=CC=C5,Active,High,445.04,QC'ed NCATS
375847708,91891800,CC1=NOC(=N1)C2=CN(N=N2)C3CCN(CC3)C(=O)C4(CC4)C5=CC=C(C=C5)OC,Active,Moderate,34.88,QC'ed NCATS
161004468,70789699,COC1=C(C=CC(=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4)F,Active,High,445.33,QC'ed NCATS
124892292,5708341,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC(=C1)/C=C/C3=CC=CC=C3Cl)Cl,Active,High,832.74,QC'ed NCATS
161004056,70789378,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=CC=C(C=C3)C4=CC=CC=C4,Inconclusive,N/F,N/F,QC'ed NCATS
161004078,70789554,CC1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=C(C=C4)C,Active,High,529.83,QC'ed NCATS
162010112,9901007,CC1=CC(=NN1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4,Active,High,720.75,QC'ed NCATS
24405034,16026577,CCOC1=CC=C(C=C1)N2CC(CC2=O)C3=NC(=NO3)C4=CC(=C(C(=C4)OC)OC)OC,Active,High,>1000,QC'ed NCATS
24268876,15988676,CC1=C(C=CC(=C1)Br)NC(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=CS3,Inactive,Low,1,QC'ed NCATS
144116989,60167873,CC1=CN=C(N=C1NCC2=CC=C(C=C2)N3C=CN=N3)C4=CC=CC=C4C(C)(C)C,Active,High,>1000,QC'ed NCATS
99367947,46907705,CC(C)COC1=CC=C(C=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,Active,Moderate,48.41,QC'ed NCATS
4239487,3234594,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCCN(C3)CC4=CC=CC=C4)CC2,Active,High,449.31,QC'ed NCATS
170466929,72187560,CCC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)C4=C(SC(=N4)NC(=O)CC5=CC6=C(C=C5)OCO6)C,Inconclusive,N/F,N/F,QC'ed NCATS
136882616,57377246,CN1C2=C(C=CC(=C2)C(=O)NCCC3=CC=CS3)[S@@](=O)C4=CC=CC=C4C1=O,Active,High,626.19,QC'ed NCATS
375885577,134806045,C1=CC2=C(C(=C1)C3=CN4C=NC=C4C(=C3)C5=CC=NC=C5)NC=C2,Active,High,157.41,QC'ed NCATS
24396621,16018629,COC1=CC2=C(C=C1)C(=C(N2CC3=CC=C(C=C3)C=C)C(=O)O)CNC4CCCCC4,Active,High,771.14,QC'ed NCATS
24414195,4107705,CCC1=CC=CC=C1NC2=C3C=NN(C3=NC=N2)C4=CC=C(C=C4)Cl,Active,High,253,QC'ed NCATS
24267852,9551517,CCN1C=C(C2=CC(=C(C=C2C1=O)OC)OC)C(=O)N3CCN(CC3)C4=CC(=CC=C4)Cl,Active,High,832.67,QC'ed NCATS
104224571,49852770,C[C@H]1CN(CCN1C(=S)NC2=NC=CC(=C2)C)C3=CC=CC(=C3)C(F)(F)F,Inconclusive,N/F,N/F,QC'ed NCATS
4260500,1245673,CC1=CC(=CS1)C(=O)NC2=NN=C(S2)C3CCCCC3,Inconclusive,N/F,N/F,QC'ed NCATS
24269080,1252602,CCCN1C=NC2=C1C=CC(=C2)NCC3=C(C=C(C=C3)OC)OC,Active,High,>1000,QC'ed NCATS
144116968,60167796,C1=CC=C(C(=C1)C2=NC=C(C(=N2)NCC3=CC=C(C=C3)C4=CN=CC=C4)F)C(F)F,Active,High,>1000,QC'ed NCATS
162010009,71295942,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC(=C4)C)C=NC=C3)OCC,Active,Moderate,20.6,QC'ed NCATS
87677806,44143946,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=C(C=C3)F,Active,High,198.28,QC'ed NCATS
124398502,2163014,C1=CC=C(C=C1)SCC(=O)NC2=NN=C(S2)COC3=CC=C(C=C3)Cl,Active,High,498,QC'ed NCATS
99431342,46926061,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=CC=CC=C4Br)C(=O)NCC5=CC=CC=C5,Inconclusive,N/F,N/F,QC'ed NCATS
162210997,3799619,CC1=CC=CC=C1CSC2=NC3=C(N2)C=C(C=N3)Br,Active,High,497.14,QC'ed NCATS
137275922,53484170,CC1=CN2C(=CN=C2C(=N1)NC3=C(C=C(C=C3)C(=O)N4CCNCC4)F)C5=CNN=C5,Inactive,Low,1,QC'ed NCATS
161004138,70789489,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=CC=C4C#N,Active,Moderate,61.83,QC'ed NCATS
161004172,70789445,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=CC=C4F,Active,High,467.61,QC'ed NCATS
144116895,60167882,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=CC=C3Cl)NCC4=CC=C(C=C4)C5=CN=CC=C5,Active,High,944,QC'ed NCATS
377691047,135508281,CC1=NN(C2=C1C(=CC(=O)N2)C(F)(F)F)CCC3=NC(=CS3)C4=CC=C(C=C4)OC(F)F,Inconclusive,N/F,N/F,QC'ed NCATS
161004087,70789562,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=C(C=C4)OC5=CC=CC=C5,Active,Moderate,44.39,QC'ed NCATS
162010010,71295944,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC(=C4)C)C=CN=C3)OCC,Active,High,183.65,QC'ed NCATS
4265677,1416241,CCC1=NC2=C(C(=O)N1CC3=CC=CO3)SC4=C2C=C5COC(CC5=N4)(C)C,Active,High,>1000,QC'ed NCATS
363678194,44464263,C1CC(C1)C(=O)NCCCNC2=NC(=NC=C2C3CC3)NC4=CC=CC(=C4)CN5CCOCC5,Active,High,904.71,QC'ed NCATS
124878808,336423,CC1=CC=CC=C1CN2C3=C(CN(CC3)CC4=CC=CC=C4)C(=O)N5C2=NCC5,Inconclusive,N/F,N/F,QC'ed NCATS
375869961,91891630,C1CCC2=C3C(=O)N(C=CN3N=C2CC1)CC(=O)NC4=CC5=C(C=C4)OCO5,Inconclusive,N/F,N/F,QC'ed NCATS
24386348,16009866,COC1=CC=CC=C1NC(=O)C2=C(C3=CC=CC=C3O2)NC(=O)CC4=CC=CS4,Inconclusive,N/F,N/F,QC'ed NCATS
375888608,134809076,COC1=CC=C(C=C1)NC2=CN=C3N2N=C(C=C3)C4=CC(=C(C=C4)OC)OC,Active,High,396.02,QC'ed NCATS
24269406,7066847,CC1=CC=CC2=NC(=C(N12)NC3=CC=C(C=C3)F)C4=CC=CC=N4,Active,High,>1000,QC'ed NCATS
24399251,16020904,CCN1CCC(CC1)N(CC2=CC3=C(C=C2)OCO3)C(=O)NC4=C(C=CC(=C4)Cl)C(=O)OC,Active,High,>1000,QC'ed NCATS
7964575,5307102,CC1=C(C=CC(=C1)NC2=CC(=NC3=NC(=NN23)C)C)Br,Active,High,874.22,QC'ed NCATS
99367942,46907714,C1COC2=C(C=C(C=C2)C3=CSC(=N3)N4CCC(CC4)C(=O)N)OC1,Active,High,629.24,QC'ed NCATS
161004004,70789436,CC1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Inconclusive,N/F,N/F,QC'ed NCATS
161004064,70789363,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2C(=O)NC4=NC(=CS4)C5=CC=CC=C5)OCO3,Active,Moderate,19.33,QC'ed NCATS
160844041,70701387,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC=C3,Active,High,>1000,QC'ed NCATS
161004136,70789546,COC1=CC(=CC=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Active,High,695.84,QC'ed NCATS
161004705,70789743,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC(=N4)C)C=CC=N3)OCC,Active,High,490.85,QC'ed NCATS
170466035,5282433,CCCCCOC1=CC=CC=C1/C(=C\SC)/N2C=CN=C2,Inconclusive,N/F,N/F,QC'ed NCATS
375801701,40780411,CC1=C(C(=NN1C2=CC=C(C=C2)OC)C)[C@H]3C[C@@H](C=C3)NCC4=CC=C(C=C4)F,Active,High,>1000,QC'ed NCATS
375803232,26761883,CCOC(=O)C1=CC=C(C=C1)NC(=O)N2CC3=C(C[C@H]2C4=NC(=NO4)C(C)C)N=CN3,Active,High,112.68,QC'ed NCATS
137276016,25066467,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=C(C=C(C=C2)OC3=CC(=NC=C3)C(=O)NC)F)C4=CC5=C(C=C4)N=CC=C5,Inconclusive,N/F,N/F,QC'ed NCATS
4255874,866378,C1CCN(CC1)C(=O)C2=C(N(C(=S)S2)C3=CC=CC=C3)N,Active,High,>1000,QC'ed NCATS
4251360,3245059,C1=CC=C(C(=C1)CSC2=NC3=C(N2)C=C(C=N3)Br)C#N,Active,High,414.52,QC'ed NCATS
99431264,46926017,C1CC2=C(C(N=C(N2)NC3=NC4=CC=CC=C4O3)C5=C(C=NC=C5)Cl)C(=O)C1,Active,High,896.71,QC'ed NCATS
162211032,71307867,C1=CC(=CC(=C1)[N+](=O)[O-])CSC2=NC3=C(N2)C=C(C=N3)Br,Active,High,550.18,QC'ed NCATS
375803848,26745136,COC1=CC=C(C=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3C(=O)NC5CCCCC5)NC=N4,Active,High,516.76,QC'ed NCATS
375861696,136665405,CCC1=CC(=CC=C1)NC(=O)C2=CC(=NN2)C3=CC=CN3,Active,Moderate,87.66,QC'ed NCATS
137275847,16095342,CCN1C2=CC(=NC=C2N=C1C3=NON=C3N)OC4=CC=CC(=C4)NC(=O)C5=CC=C(C=C5)OCCN6CCOCC6,Inactive,Low,1,QC'ed NCATS
144116900,60167912,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=CC=C3Br)NCC4=CC=C(C=C4)C5=CN=CC=C5,Active,High,>1000,QC'ed NCATS
174006478,9829523,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,Inconclusive,N/F,N/F,QC'ed NCATS
99431318,46926041,C1CC2=C(C(N=C(N2)NC3=NC4=CC=CC=C4O3)C5=C(C=NC=C5)Br)C(=O)C1,Active,High,>1000,QC'ed NCATS
162210994,3887128,C1=CC=C(C(=C1)CSC2=NC3=C(N2)C=C(C=N3)Br)Cl,Inconclusive,N/F,N/F,QC'ed NCATS
161003992,70789390,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)OC)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Inconclusive,N/F,N/F,QC'ed NCATS
161004005,2358964,CC1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Inconclusive,N/F,N/F,QC'ed NCATS
164755745,71771068,CCN1C(=C(C(=C1C(=O)NC2=CC(=CC=C2)[S+](=O)(N(C)C)[O-])C)C(=O)C)C,Active,High,404.72,QC'ed NCATS
161004167,70789543,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=C(C=C(C=C4)F)F,Active,High,798.1,QC'ed NCATS
164755782,71771089,CC1=CC(=C(N1)C(=O)NC2=CC(=CC=C2)[S+](=O)(N3CCCC3)[O-])C,Active,High,948.2,QC'ed NCATS
144116993,60167828,CC1=CN=C(N=C1NCC2=CC=C(C=C2)N3C=CN=N3)C4=CC=CC=C4OC(C)C,Active,High,>1000,QC'ed NCATS
4248888,3242908,CC1=C(C(=NN1CC2=CC=C(C=C2)Cl)C)NC(=O)C3=NOC(=C3)C4=CC5=C(C=C4)OCO5,Active,High,835.63,QC'ed NCATS
137275912,46907787,CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C,Active,High,>1000,QC'ed NCATS
162010077,71296021,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=NC=CS4,Active,High,150.06,QC'ed NCATS
377710942,135464468,CC1=NN(C2=C1C(=CC(=O)N2)C(F)(F)F)CCC3=NC(=CS3)C4=CC5=CC=CC=C5C=C4,Inconclusive,N/F,N/F,QC'ed NCATS
161004466,70789684,C1=CC=C2C(=C1)C(=NC(=N2)C3=C(C=NC=C3)C#N)NC4=CC(=C(C=C4)F)F,Active,High,269.3,QC'ed NCATS
170363376,72183105,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC(=C(C=C3)Cl)S(=O)(=O)N4CCOCC4,Active,High,935.79,QC'ed NCATS
24392250,16014640,CCCCCN1C=C2C(=C1C3=CC=C(C=C3)Br)C(=O)N(C(=O)N2C)C,Inconclusive,N/F,N/F,QC'ed NCATS
24386759,16010245,CC1=CC(=C(C=C1Cl)OC)NC(=O)CSC2=NC=C(C(=O)N2)S(=O)(=O)C3=CC=C(C=C3)C(C)(C)C,Active,Moderate,16.22,QC'ed NCATS
99367967,46907692,CC1=CC=C(C=C1)C2=NN=C(S2)N3CCC(CC3)C(=O)N,Active,High,246.13,QC'ed NCATS
85736320,44460145,C1=CC(=C(C(=C1)F)F)NCC2=C3C=CC=NC3=C(C=C2)O,Inconclusive,N/F,N/F,QC'ed NCATS
375818818,137299529,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)[S+](=O)(C4=CC=CC(=C4)C(F)(F)F)[O-],Active,High,569.19,QC'ed NCATS
24270944,15990310,CC1=C(C=C(C=C1)NC(=O)NC2=CC3=C(C=C2N4CCCCC4)N(C(=O)N3C)C)Cl,Inactive,Low,8,QC'ed NCATS
24271593,15990863,CSC1=CC=C(C=C1)/C=C/C2=NC3=CC=CC=C3N2S(=O)(=O)C4=CC=C(C=C4)Br,Active,High,>1000,QC'ed NCATS
136889496,57383398,CCN1C2=C(C=CC(=C2)NC(=O)CC3=CC=C(C=C3)F)S(=O)C4=CC=CC=C4C1=O,Active,High,>1000,QC'ed NCATS
161004021,70789423,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=NC(=C(S3)C)C4=CC=CC=C4,Active,Moderate,30.07,QC'ed NCATS
375814614,134789541,CN(C)C(=O)C1=NC(=C2N1C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,Active,High,>1000,QC'ed NCATS
377714387,16765224,C1C(C2=C(NC1=O)N=C(S2)N)C3=CC=CC=C3OCC4=CC=CC=C4Cl,Active,High,509.02,QC'ed NCATS
144116891,60167877,CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NCC4=CC=C(C=C4)C5=CN=CC=C5,Active,High,547,QC'ed NCATS
49649236,1838616,CCN(CC)C1=CC=C(C=C1)NC2=NC(=NC=C2Br)Cl,Inconclusive,N/F,N/F,QC'ed NCATS
375886771,134807239,COC1=C(C=C(C=C1)C2=NN3C(=NC=C3NC4=CC=CC=C4OC)C=C2)OC,Active,High,396.83,QC'ed NCATS
144116910,60167932,CC(C)C1=CC=CC=C1C2=NC3=C(CNC3)C(=N2)NCC4=CC=C(C=C4)C5=CN=CC=C5,Active,High,478.16,QC'ed NCATS
144116942,60167892,CC1=CN=C(N=C1NCC2=CC=C(C=C2)C3=CN=CC=C3)C4=CC=CC=C4C5CC5,Active,High,>1000,QC'ed NCATS
161004690,70789731,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CCN4CCN(CC4)C)C=CS3)OCC,Active,High,>1000,QC'ed NCATS
162010105,71295994,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=NOC=C4,Active,High,247.23,QC'ed NCATS
87677831,44144348,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC4=C(C=C3)OC=CC4=O,Active,High,106.49,QC'ed NCATS
29215547,374536,C1=C(SC(=C1)C2=CC=C(O2)C3=CC=C(S3)CO)CO,Active,High,955.6,QC'ed NCATS
375849698,136665425,CC1=C(C=C(C=C1)NC(=O)C2=CC(=NN2)C3=CC=CN3)F,Active,High,157.13,QC'ed NCATS
174007227,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,Active,Moderate,46.58,QC'ed NCATS
136889495,57383419,CCN1C2=C(C=CC(=C2)NC(=O)CC3=CC=C(C=C3)OC)S(=O)C4=CC=CC=C4C1=O,Active,High,>1000,QC'ed NCATS
162010070,71295998,C1CNCC=C1C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,Active,High,>1000,QC'ed NCATS
377714117,5306690,CCOC(=O)C1=C(NC(=O)CC1C(=O)NC2=CC(=CC(=C2)Cl)Cl)C,Active,High,599.37,QC'ed NCATS
164755778,71771100,CCC1=C(C=C(C=C1)NC(=O)C2=C(C(=C(N2)C)C(=O)C)C)[S+](=O)(NC3=CC=CC(=C3)C#N)[O-],Active,High,178.45,QC'ed NCATS
137276061,57519538,C1C2CC3CC1CC(C2)C3C(=O)NC4=CC5=C(C=C4)N=C(S5)NC(=O)C6=CC=CC=C6,Active,High,159.38,QC'ed NCATS
104224450,8615611,CC1=CC(=CC=C1)NC(=S)N2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F,Inconclusive,N/F,N/F,QC'ed NCATS
124391217,53255424,CCOC(=O)C1=NN=C(S1)N[S+](=O)(C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)Cl)Cl)[O-],Inactive,Low,1.1,QC'ed NCATS
164755752,5184481,CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=C(C=C2)OC)S(=O)(=O)N3CCCCC3,Active,High,757.14,QC'ed NCATS
170363378,1383821,CC1=CC=C(C=C1)C(=O)N2CCC3=C2C=CC(=C3)C4=C(SC(=N4)NC(=O)CC5=CC6=C(C=C5)OCO6)C,Inconclusive,N/F,N/F,QC'ed NCATS
161004134,70789467,CC1=CC(=CC=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Active,High,860.42,QC'ed NCATS
24407742,16029068,CN1C=C(C=C1C(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)S(=O)(=O)N3CCCCCC3,Active,High,305.46,QC'ed NCATS
124897537,73265333,C[C@@]12CC[C@]3(CCC(C[C@@H]3[C@@H]1C(=O)C=C4[C@]2(CC[C@@H]5[C@@]4(C=C(C(=O)C5(C)C)C#N)C)C)(C)C)C(=O)OC,Active,Moderate,16.21,QC'ed NCATS
99367987,46907728,C1CN(CCC1C(=O)N)C2=NC=C(S2)C3=CC=C(C=C3)Cl,Active,High,714.36,QC'ed NCATS
375871837,70787302,C1CC(CNC1)(CN2CCN(CC2)C3=CC(=C(C=C3)F)Cl)O,Inconclusive,N/F,N/F,QC'ed NCATS
124948667,45166254,COC1=CC=CC(=C1O)CN2CCCC(C2)C3=NC(=NC=C3C4=CC=CC=C4)C5=CC=NC=C5,Active,High,>1000,QC'ed NCATS
124883573,3658,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,Inconclusive,N/F,N/F,QC'ed NCATS
24387086,16010551,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)C2=CN=C(NC2=O)SCC(=O)NC3=CC(=C(C=C3)F)Cl,Inactive,Low,6.49,QC'ed NCATS
170465599,104850,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl,Active,High,>1000,QC'ed NCATS
124949059,42360800,CC1=CC(=C(C=C1)C(=O)N2CCC3=C(C(=CC(=O)N3CC2)OC)C(=O)NCC4=CC(=CC=C4)OC)C,Active,Moderate,93.93,QC'ed NCATS
144116904,60167825,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=CC=C3F)NCC4=CC=C(C=C4)C5=CN=CC=C5,Inconclusive,N/F,N/F,QC'ed NCATS
163827011,71660782,COC(=O)C1=CC2=C(C=C1)N=C(O2)NC3=NC(C4=C(N3)CCCC4=O)C5=C(C=NN5)Cl,Active,High,578.17,QC'ed NCATS
161004120,70789428,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NCC3=CC=CC=C3,Active,Moderate,27.71,QC'ed NCATS
164755755,71771091,CC1=C(N(C(=C1C(=O)C)C)C)C(=O)NC2=CC(=C(C=C2)OC)[S+](=O)(NC3=CC=C(C=C3)Br)[O-],Inactive,Low,1,QC'ed NCATS
161004479,70789649,C1CCN(CC1)C2=C(C=C(C=C2)NC3=NC(=NC4=CC=CC=C43)C5=CC=NC=C5)F,Active,High,>1000,QC'ed NCATS
375851988,53143674,CC1=CC(=C(C=C1)OC)NC(=O)C2=CN=C(N=C2C3=CC=NC=C3)C4=CC=C(C=C4)F,Active,High,129.94,QC'ed NCATS
4249877,3243760,CC1=CC(=CC=C1)N2C=NC3=C2C=CC(=C3)C(=O)N4CCCCC4,Active,High,912.19,QC'ed NCATS
162210983,71307865,C1CCN(CC1)C(=O)C2=CC3=C(C=C2)N(C=N3)C4=CC(=CC=C4)Cl,Active,High,895.12,QC'ed NCATS
24385801,16009390,C1CCN(CC1)C2=C3C(=NOC3=NC=N2)C4=CC=C(C=C4)Cl,Active,High,>1000,QC'ed NCATS
170465157,8814,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,Inconclusive,N/F,N/F,QC'ed NCATS
161004018,70789516,CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC=C(C=C4)S(=O)(=O)NCC5=NC=CS5)C,Inactive,Low,6,QC'ed NCATS
144116972,60167886,CC1=C(N=C(N=N1)C2=CC=CC=C2C(C)C)NCC3=CC=C(C=C3)C4=CN=CC=C4,Active,High,>1000,QC'ed NCATS
160844140,70701449,C1=CC=C2C(=C1)C=CC=C2C3=CN=C(O3)NC4=CC=CC=C4C#N,Active,High,378.84,QC'ed NCATS
160844144,70701473,CNC1=C(N=C(O1)C2=CC=CC=C2C3=CC=CC=C3)C#N,Active,High,905.52,QC'ed NCATS
160844073,70701393,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC4=CC=CC=C43,Inactive,Low,1,QC'ed NCATS
161004081,70789451,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CC(=C4)C,Active,High,728.64,QC'ed NCATS
162010110,71296016,C1CCN(C1)C2=C(C=C(C=C2)NC3=NC(=NC4=CC=CC=C43)C5=CC=NC=C5)F,Active,High,110.38,QC'ed NCATS
160844143,70701476,CCCCNC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C#N,Active,Moderate,38.02,QC'ed NCATS
375798652,7142438,C1CN2[C@H](CN1C(=O)COC3=CC=CC=C3)C(=O)NC4=C(C2=O)C=C(C=C4)C5=CC(=CC=C5)C(F)(F)F,Inconclusive,N/F,N/F,QC'ed NCATS
24273750,1415305,CC1=C(C=C(C=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC)S(=O)(=O)NCC5=NC6=CC=CC=C6N5,Active,Moderate,11.91,QC'ed NCATS
24271662,15990923,CCOC1=CC=C(C=C1)C2C3=C(NN=C3C(=O)N2C4=CC=C(C=C4)C(=O)OCC)C5=CC=CS5,Active,High,738.55,QC'ed NCATS
99367977,46907725,CN(C)C1=CC=CC(=C1)C2=NC(=NC=N2)N3CCC(CC3)C(=O)N,Active,High,243.85,QC'ed NCATS
99431345,46926064,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=C(C=NN4)Cl)C(=O)NC,Active,Moderate,17.64,QC'ed NCATS
161003945,70789497,CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=NC=CO4)C,Active,High,798.22,QC'ed NCATS
160844132,62197753,CNC1=C(C=CC(=N1)C2=CC=CC3=CC=CC=C32)C#N,Active,High,985.37,QC'ed NCATS
377678006,19588586,CCS(=O)(=O)C1=NC(=CC(=N1)C(F)(F)F)C2=CC=C(C=C2)Cl,Active,High,974.56,QC'ed NCATS
161004163,70789500,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=C(C=C(C=C4F)F)F,Active,High,458.66,QC'ed NCATS
24401972,16023573,CC1=NOC2=NC=NC(=C12)NCC3=C(C=CC(=C3)OC)OC,Active,High,365.66,QC'ed NCATS
375823984,134798059,CC1=CC=C(C=C1)C(=O)N2CCN(CC2)C3=NC=CC(=N3)NC4=CC=CC=C4OC,Active,High,>1000,QC'ed NCATS
144206345,9954082,CCN(CC)CCO[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CCC4=O)C)C.Cl,Inconclusive,N/F,N/F,QC'ed NCATS
375889261,134809728,CC(C)C1=CC=C(C=C1)CC(=O)N2CCCC3=C2C=C(C=N3)C(=O)NC4=CN=CC=C4,Active,High,733.95,QC'ed NCATS
174006170,71299339,C1CC1NS(=O)(=O)C2=CC(=C(C=C2)C3=CSC=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F,Inconclusive,N/F,N/F,QC'ed NCATS
375885879,134806347,C1=CC(=C2C=CNC2=C1)C3=CN4C=NC=C4C(=C3)C5=CC=NC=C5,Active,High,236.06,QC'ed NCATS
24276017,4229355,CCC1=CC=C(C=C1)C2N=C(NC3=NC4=CC=CC=C4N23)N,Inactive,Low,4.65,QC'ed NCATS
